"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100","BOW$target"
5.41723301890659e-15,7.49280711119081e-20,1.86299422487744e-37,3.22168836769793e-167,5.66214842098681e-05,4.39338269415801e-33,5.4560093243287e-14,8.0903782688534e-39,7.36537039796836e-23,2.76356801032023e-72,2.16350376528195e-11,7.13736334552839e-136,2.96713203531563e-130,4.05134152232779e-171,8.16080005278483e-84,6.23107655187417e-77,6.6234501876081e-101,5.90232508287463e-68,5.58405985171561e-107,3.9624769711337e-05,8.89791568634464e-05,4.00228428909306e-88,6.37956338186302e-181,0.00025321697798831,1.42466551840742e-94,1.22075620037844e-130,2.35816092210193e-190,8.05055561050713e-40,4.44799083333202e-118,6.32396640847745e-66,3.08334348710572e-28,1.30292735315453e-22,3.27143835869367e-42,6.16991832866336e-140,4.10168222643914e-136,7.16789509870335e-68,3.64415662767206e-48,2.95253813708582e-78,1.31301199249504e-36,1.52960401461717e-37,1.64186508826906e-88,1.32790536151479e-35,3.38156515250894e-165,4.23162319685753e-103,4.75269088494336e-11,6.25252706647091e-66,4.99999999996334e-05,2.30625009082196e-109,2.35920997372815e-115,2.64752185630946e-97,1.37821295697532e-63,1.00042900448481e-43,1.16671249401291e-85,0.000113323197879669,1.44467867062713e-101,2.86343836875474e-06,5.96646788417375e-34,1.8021384902583e-81,5.54051131964459e-08,1.74531203994991e-64,5.32249194707639e-33,1.01698813198025e-39,1.20518106940146e-127,1.59505382048052e-28,1.85611610739198e-21,1.42176415682479e-34,3.34082733503524e-157,1.03338222460768e-112,4.48441873404193e-127,2.91018992835507e-35,9.98705307810092e-22,3.38682386891657e-28,5.00000558462665e-05,8.78293560729048e-55,3.64052979377952e-12,1.92029077588527e-66,5.25091347398206e-05,3.46127940728289e-67,2.35231249821486e-12,3.80710729434899e-81,7.0784640875408e-34,2.16758824924084e-40,3.54109721134934e-202,1.49519431270707e-35,2.8316371291519e-22,5.87647755234023e-125,9.29194066370315e-05,7.22451544070121e-44,0.0001998868974279,3.35426490651274e-86,1.14464532199188e-50,3.22550391689203e-49,5.28738937817357e-44,1.44721909799096e-40,2.83145927583701e-94,7.30676374580282e-23,1.46468696777239e-96,2.71895471070326e-170,1.84374320796009e-41,2.4186332256283e-68,"category1"
2.96227451999751e-189,2.40072920910375e-164,6.6805345902069e-75,1.0657681614926e-63,2.66451994067491e-38,9.93507234498376e-53,8.40229581049993e-28,1.1077751231056e-78,1.35385266776241e-178,9.12448647004775e-72,1.74961001086476e-137,3.74942075409993e-101,5.52098779416414e-05,1.28202818880239e-69,2.07117085947719e-148,1.40690127867349e-45,2.01932313238977e-11,4.5187710121622e-12,5.02902423432026e-05,1.2753177594733e-128,1.40586083581956e-58,2.16507730683999e-21,1.31921326485092e-25,1.98020136114589e-103,3.13250556783474e-05,0.000144064461451447,7.53332592091056e-75,2.45680124614994e-31,3.60433731613659e-123,8.30888335406204e-10,2.02477851747562e-143,2.93199049438043e-169,6.28427380927991e-56,1.4841249750199e-19,1.06208446687826e-203,1.0403743738178e-51,1.05727704046996e-62,2.12301083295406e-75,3.84311969021008e-89,8.07946362661974e-56,4.3272937457773e-75,9.34259099862932e-54,8.0172757092628e-05,0.000197730362588402,6.17372192929142e-68,1.38490394568225e-54,1.40936201312442e-110,7.04884843407103e-17,2.20853936122157e-101,9.47319615161342e-20,4.99691669072483e-05,3.37773465787662e-116,5.77698241452481e-60,4.02600871814974e-40,5.76630252250472e-153,1.31606955427094e-124,1.09000351153167e-215,8.11642275831274e-111,8.15559704776751e-49,1.49577744554773e-21,7.11043296993663e-105,5.03835429601779e-44,5.64410782650951e-05,6.12083161019123e-33,4.3306851446904e-52,1.07096994131557e-100,8.10264176592664e-25,3.00898653710976e-157,0.000334796142129345,9.23623221657994e-64,5.07196790161454e-101,7.90094344814867e-124,1.67554273756055e-195,8.06186071182026e-43,2.32362239114351e-108,4.19690344413573e-145,2.2117557781868e-22,1.31411099432709e-21,4.05535446840429e-83,6.37766595486602e-37,1.84904207723689e-17,3.07805593085084e-21,6.72288348052725e-47,2.06556540300423e-135,6.45655133507217e-109,5.52863774447299e-38,2.65159273971081e-123,3.87816700670045e-105,1.69332573582152e-132,7.36921873808536e-306,9.42460584573484e-23,1.25388876396356e-38,1.37224495679622e-20,5.01952954238429e-17,2.9411740192458e-20,2.30887842971223e-72,5.35259583494925e-16,1.6312004807804e-15,5.78666121970774e-21,2.65143498339495e-117,"category1"
4.99074129187255e-05,7.54804000193813e-37,3.32766459868109e-20,1.32059267017545e-21,1.16630947367299e-16,6.06247761600239e-122,8.42601141466875e-19,2.04806364243485e-68,5.82154922242991e-14,0.000235184471254892,0.000110959288578592,4.10617773782243e-23,2.12927017446761e-67,3.29615263300567e-101,3.33396162850833e-11,5.96981967591707e-22,5.98302857298673e-139,6.86710761078907e-71,5.69675666655315e-33,5.53108363776198e-05,2.44857353611244e-05,8.98326009751151e-109,1.67013529945735e-78,4.98480041364365e-05,1.03663214982746e-07,2.32736753599858e-59,3.59160251098047e-98,5.33857612200642e-05,2.72347999155133e-15,3.30946349913699e-156,2.86491349029027e-141,6.6821170361519e-138,1.93306255726407e-28,4.37476000230195e-78,3.3382432332447e-26,1.23247511056241e-42,7.14697706098144e-94,7.85485866059568e-187,1.16295707169299e-190,1.76729440216501e-40,1.43476025508415e-33,1.60929969681383e-12,2.97698425476838e-155,3.13052405162722e-20,1.06446136139615e-06,1.31139136049192e-31,4.96146494959926e-05,5.49955733966185e-11,2.40907177556246e-132,1.31814865306552e-148,6.26379726799269e-114,5.02480515893125e-05,9.59924589732846e-127,5.25754433433116e-23,5.83981741845537e-135,4.9776492063932e-05,1.78602871430438e-169,4.91449982040395e-17,3.85176040498162e-19,1.18451582684523e-13,1.19276392168231e-154,1.64233836856538e-93,3.16592579588113e-25,2.0154953048135e-51,6.10936338289043e-26,2.49148199788592e-18,3.45847468723145e-24,3.34108808943072e-126,1.18187511451228e-14,1.6457106888748e-52,9.52195483586142e-24,2.85227501575174e-34,1.14994886468606e-73,2.28804406285897e-34,3.44267276961266e-84,5.04743065052252e-05,6.85129786152699e-18,1.35379965593522e-88,4.78428588108512e-16,4.99801594000883e-05,3.42815336350914e-19,5.95783820196638e-154,1.25414924772809e-23,4.67973940936357e-143,1.56690596033918e-24,2.67203837398281e-75,3.19318660814084e-17,9.56084854123814e-119,8.46692090995741e-20,2.19355734915955e-36,6.48907053053319e-106,3.81935391074312e-157,4.83154300739259e-34,0.00011936337458913,2.1529608952061e-68,5.02626310783684e-05,9.32420824410652e-64,3.06107177321551e-08,1.40013681284018e-29,3.12974666848586e-45,"category1"
4.98188189866851e-12,8.93227496730456e-39,3.28100632799189e-11,0.000177378301672888,1.0214274703961e-44,3.98591156896692e-80,2.50203357210242e-25,8.4655872595228e-05,8.48284235973249e-54,2.77470737054584e-13,7.36904066673464e-152,4.71694841556906e-18,9.34863070170884e-40,4.95992277720974e-05,7.68706497366169e-97,4.46332127767382e-96,3.41399304195268e-20,2.07280949419876e-26,2.17647136453706e-57,1.30561597596334e-103,1.01215307539004e-109,4.29312915363418e-58,5.51203855810432e-36,6.81465734042289e-40,2.59593325828999e-38,4.42159112469041e-05,2.30567692067369e-15,7.7629250256868e-115,5.00088873789979e-05,6.40724221561364e-33,1.93307867447465e-53,5.62172340331741e-05,1.83964105665137e-99,1.06210809925267e-64,8.74664071331052e-05,6.16357802827723e-126,3.21671740758908e-22,1.88814079847645e-34,6.56740803947716e-123,1.45315674186559e-53,1.44197699357222e-36,1.3033680354579e-13,2.1697257288478e-13,5.6855814960132e-112,3.28538989995193e-166,3.02784334277076e-27,2.72108590489797e-54,8.88035483966912e-17,3.21304909093922e-05,5.000018156848e-05,7.57253449135204e-33,1.86631474455061e-36,5.86799955879204e-50,2.83337688035747e-121,9.96790227072828e-150,2.00594438715553e-24,1.26562045919531e-111,1.94573622820453e-103,3.91405753644663e-44,1.26364051616041e-24,7.55618384507162e-40,2.92671350355112e-81,3.53452015712848e-27,3.59414126802716e-33,5.08396288612275e-72,7.00291707571865e-30,3.00773815873243e-12,7.11881606150293e-35,5.96087229663606e-26,8.14950749217465e-11,1.38643678841247e-11,1.09190818599892e-06,1.30341056433339e-27,9.15224195553542e-50,8.95347609326908e-26,1.74872952204998e-128,5.08702187385444e-05,3.67340953551811e-36,4.67885956406607e-87,3.24945865631447e-34,5.48486204870943e-20,6.60276964449253e-05,3.37347699296256e-50,6.22292744112386e-102,1.99918443591708e-12,1.46357920381313e-32,1.64338176902911e-20,1.60224482134589e-41,1.57627797842681e-46,1.08478067906497e-36,7.85389006410857e-14,3.8948507671993e-18,1.51965933809567e-47,1.83977882228013e-11,0.000250337504352416,2.66326424933603e-85,3.4527072878732e-21,2.30952188698691e-69,2.85529812761439e-83,7.06027367118173e-13,"category1"
0.000290116843825824,1.74565105575414e-26,1.85597550357833e-21,5.05307280788038e-57,7.4546536454994e-05,1.11303400114981e-15,4.78684579517022e-94,6.91765437490773e-06,7.00846961007185e-120,4.08691916040145e-126,1.78918276850014e-101,2.48350759315165e-22,7.3502757459571e-43,6.26130500652057e-54,1.50248643290578e-67,1.39250275277532e-07,1.2180765278067e-22,2.34146767172751e-76,2.55654158288169e-08,3.00851774178613e-159,1.07306226845332e-155,9.80310773190994e-05,1.24761033214944e-73,2.27004768746427e-161,4.57531891047245e-24,4.75865503657518e-16,8.80501701615918e-64,3.8035509897297e-105,4.9989336783017e-05,1.01214380855224e-09,7.13135095943288e-09,3.51160181326716e-27,9.073027585073e-06,2.88141735418184e-06,2.88872870343075e-79,5.05330436663862e-15,2.21198265569226e-11,9.84452680921722e-05,1.04631893554731e-36,5.93665480417166e-51,6.55850371314974e-12,9.88216945240636e-105,1.79733115193313e-25,3.15751198296272e-95,8.10800485339035e-83,6.44060356505777e-33,8.97839931265374e-07,2.10564784087517e-37,6.14100535305704e-61,7.13151911226302e-18,2.86884086091159e-33,2.03246030215824e-20,1.56212246790651e-32,1.74254446085664e-13,1.60858228161083e-24,7.28192808954005e-06,1.60147818680826e-21,1.04630296817243e-32,5.04898302286048e-134,2.85618652358836e-20,3.54846515569261e-96,3.7986947854368e-12,2.84987364637858e-32,2.39777714214686e-33,4.3910900558397e-05,8.58144864401472e-26,8.94588684249832e-06,0.000105120058444368,2.87237305209884e-23,6.55827657448355e-60,1.61733800565219e-79,7.26805063154208e-09,8.4730132780656e-24,2.27650675672957e-79,1.0998278416961e-21,1.69151716123165e-10,5.92847817606244e-78,3.32530007520165e-35,4.91262018939492e-70,6.64528381126758e-74,1.4447216340331e-91,0.000163655878146115,4.00059096562389e-05,1.19192743198878e-68,2.9151423457864e-83,1.52761870665352e-102,6.3568142236606e-32,7.11827993794548e-12,1.49739499627203e-28,9.75800568482097e-24,3.28403961049864e-17,3.31342283442223e-37,4.70976397244373e-38,9.48115840101718e-26,3.40946419868332e-13,2.20527595221973e-40,3.51349407977849e-104,1.28506388099666e-76,5.88055313572003e-129,3.6897504668752e-14,"category1"
3.35838535669729e-34,3.60150762310076e-134,1.07037399862835e-31,9.50350139474501e-186,3.67941407966398e-25,2.0790694864297e-197,1.60979374416754e-27,3.03712646949466e-85,3.41458653639522e-33,2.49124743580672e-22,9.52492394195087e-05,2.20334820515162e-91,0,8.2724957431289e-25,1.90050421320196e-74,2.83378106677296e-24,3.17256428399838e-124,5.74897852913817e-40,1.24384584691015e-135,0.000149636227552468,1.28674210544574e-08,7.38041492310392e-173,4.53797218465098e-214,2.30791238606285e-69,1.83682583260444e-179,1.16116551186737e-219,8.64180566521906e-257,2.08395584598277e-119,1.53366429454754e-157,2.69058819312149e-289,2.65508262543862e-158,1.65549673665787e-111,8.76143988650829e-131,4.04319681019084e-47,1.87709976022488e-118,4.34789812235071e-28,6.62246899511245e-136,1.43596918721711e-230,2.36530435223738e-160,6.94883047220406e-166,1.86234045106164e-105,6.61633578417796e-91,3.32049948113093e-62,1.35836801865585e-41,0.000127951731061643,1.21832827463638e-53,5.00276405112574e-05,4.99999999360975e-05,9.37424187673309e-125,7.07227062720747e-212,1.91475616698257e-112,7.3122871588334e-33,5.21277201230721e-198,2.260359436999e-14,3.97385335942251e-235,4.7877629156199e-05,4.53097065427474e-42,9.62499126965906e-32,2.14137252788118e-19,5.00659056560725e-79,1.04920014288478e-127,1.47549492677689e-25,7.71254127397794e-209,1.70822236006946e-57,1.11327977811899e-05,3.38132218817668e-23,2.36551242767947e-175,4.5492718582372e-63,2.14374158226727e-158,7.16974842180486e-37,1.13354329554167e-29,2.06794842052959e-49,8.62535309439524e-80,5.23571198719605e-114,2.78916528125594e-50,3.41029604210277e-71,1.84769258622466e-16,9.16179874289777e-48,5.01637600809048e-87,2.21105875694649e-128,6.72451530111901e-56,6.68705808852519e-131,1.12260260311851e-211,8.17123533556744e-27,6.83634997232964e-23,1.08762408343025e-108,1.09094723700855e-26,8.54668374523047e-25,1.73962243813241e-131,6.59857177185929e-33,4.04102786681172e-52,7.45782513160073e-93,2.1623484354067e-22,7.01346727567488e-23,2.11134502250798e-197,0.000468111867102757,3.50365376048525e-14,1.53703789276054e-135,3.34070741522194e-69,2.24302797769675e-96,"category1"
5.15124460598457e-18,3.11632951782849e-55,1.34200541097216e-20,7.41427849237898e-231,8.02695524433268e-22,1.6829047286646e-69,7.37780909482981e-05,6.6825205918572e-119,1.67040617323755e-75,0.000128229110767244,1.5229791362412e-08,3.34948554900712e-39,2.07347966972471e-91,9.77266765568885e-207,5.33256854088139e-31,2.6557362101228e-29,9.0432732843914e-155,4.9999998977558e-05,3.92388895502211e-159,0.000103686685766992,8.41126586246525e-67,7.67261569252882e-72,7.93175308953102e-102,9.2011248935786e-23,5.65117866194771e-177,1.45313167558814e-111,1.43382383620054e-171,2.8818100693876e-106,6.22786331320462e-135,4.99962913193041e-54,4.68681197648395e-40,1.34209511424238e-92,8.50357732899565e-15,8.47943876499828e-40,8.93345999955637e-111,1.78291847827154e-35,6.31421312216012e-13,8.04302140456786e-102,1.20194780444314e-115,2.14240877809017e-159,1.46148924214198e-96,3.21539036317538e-83,2.24611266124042e-124,1.83187402265916e-41,7.93352113726514e-24,5.46114328693861e-37,6.4475994588286e-36,1.57557246346833e-185,2.34504937569203e-21,1.15775694714947e-236,2.10255372920085e-32,1.0761031100913e-27,1.906932292561e-248,1.95815248482163e-55,2.84103419107061e-99,4.06255325110414e-46,1.28912510025465e-175,4.04330031319335e-143,6.35268378485837e-19,6.97024322475516e-63,3.57179428836833e-119,3.56170203993679e-51,7.24574728231248e-95,9.33670360256518e-38,1.71719575328018e-38,7.78618482523134e-98,3.09463456646924e-143,2.08325784858995e-27,2.56031788435465e-228,1.41366953549182e-64,5.5280018912979e-55,9.07430726500776e-15,8.49379203545573e-72,1.05120238944208e-160,2.89546993965375e-61,3.1509495899947e-63,0.000149236149058292,4.56088417910848e-67,6.80849048169656e-23,9.31961211444492e-123,2.5220100719646e-69,4.08679853485384e-195,3.31245934844854e-127,2.85895937451152e-29,1.89481856736488e-97,2.8723591269351e-112,0.000495054732849056,4.49062366861293e-128,2.37354977960274e-71,3.5168139084753e-141,4.1611169515197e-20,8.4611723567034e-22,8.68699870654162e-40,7.30199405629048e-57,2.41356057476095e-148,1.19219375584518e-12,1.16691270457931e-93,2.1803496161314e-91,1.43031795235563e-169,6.6782921746569e-179,"category1"
0.000100782070247674,1.27373179859683e-49,6.20946187121439e-175,4.99999577006958e-05,3.755939619358e-39,1.41460901834293e-21,5.00357908963289e-05,1.16423082755137e-35,6.47097805783205e-22,4.86200748203114e-30,0.000178235960474425,8.74926982008107e-103,1.06390160295796e-170,8.9259694033247e-168,4.99994023529988e-05,8.57762035591212e-50,7.3517001138043e-62,5.37552381702591e-58,1.92591446190428e-135,1.4446074456729e-31,3.72422694998406e-24,1.55865378501527e-75,1.54433955333502e-37,1.85867312778532e-09,1.07478916266754e-57,7.77858701771293e-23,6.22571028935094e-67,5.77248742005425e-05,7.0309839556835e-62,6.63329179310519e-54,5.57162654349258e-31,7.94435993867096e-36,5.83226791772212e-110,1.16837820517194e-88,7.86216366519156e-56,0.000119264776515528,2.49617634881945e-41,2.00913055820877e-217,6.44762677798723e-103,1.06692771990343e-35,4.06396611427433e-113,3.5637519183769e-144,4.86893602775576e-81,1.75656391850618e-12,3.33322989060643e-18,1.22207331484536e-140,4.92180690679238e-05,9.031919488665e-160,3.66420723587407e-53,1.56338412313326e-10,2.97295224487753e-102,6.3022176206572e-91,2.54947912374613e-116,3.61030584884402e-83,2.00894601281958e-54,9.00901180599296e-22,9.2042617970389e-18,2.9793378111754e-140,1.07281275166355e-101,7.07994626823186e-103,8.62204812461047e-22,4.01832579717913e-185,2.74923072796961e-60,5.78842140932158e-61,1.15214163598911e-24,2.65537786732708e-55,1.20934434856369e-23,1.13809788354712e-115,2.44653784248012e-62,6.85883929441627e-96,3.90114019859641e-72,4.68914314142373e-05,1.95886168376723e-94,4.50449144332246e-14,7.72753043637752e-53,6.062234225249e-53,2.55441617149192e-37,0.0001697219990197,1.75900539145633e-28,4.24746549593255e-70,1.72795565281525e-37,3.83885969406132e-29,2.39995130228314e-105,2.2518224435046e-24,5.9080282814025e-16,4.98959747400531e-72,5.80215181612738e-91,3.80516573717689e-131,4.18024201225789e-14,2.5151814163026e-76,8.01505522672969e-42,8.73054463377097e-25,0.000114061485157953,1.4062123517448e-05,4.44112037301121e-108,4.25789901336135e-11,1.56080721583042e-70,5.61398886932397e-55,1.11383290952914e-29,3.15230170200158e-33,"category1"
6.16513437706083e-53,2.31439087077133e-184,1.45574175751799e-15,2.01901619460405e-174,1.35731628379336e-17,1.58371647659871e-265,7.14419354749885e-17,1.68209593444036e-124,4.81178626857053e-85,1.67695251255965e-06,8.46220313157577e-09,0.000115125311886353,6.12993470199917e-252,1.75505695905901e-197,2.84102272000298e-21,7.36863259370349e-05,4.59593139300091e-66,7.35495891540671e-31,1.82343085959427e-164,4.63174523954283e-19,2.204583011852e-75,2.34327890230814e-175,6.38267022812008e-93,3.2728633697352e-18,6.06821030897432e-187,2.62003011989613e-319,1.94578553664001e-308,5.8056636537801e-33,8.34320528895999e-169,1.83744384628759e-203,1.23273587027553e-179,8.78239814782344e-37,1.08913873707578e-87,4.03846159608774e-142,1.00615155637183e-115,2.40465054478012e-20,3.27973471750437e-177,5.32698313625424e-291,1.0604837192514e-77,2.1680587927252e-84,4.85931820968723e-89,7.6437422635662e-122,1.43290576883635e-43,1.26956684718941e-06,0.000133767194340912,1.60469635532097e-42,5.60518658019714e-34,3.2096560094302e-193,2.94298753769049e-32,2.92609829064584e-127,2.15511654607134e-160,1.98208044336556e-161,2.10762380061702e-268,5.9668164474812e-72,4.99053846750074e-169,3.47247861833761e-43,9.73662992056163e-30,5.79921242148377e-77,4.53333206515767e-17,1.40313179871027e-123,9.92972810740428e-64,6.71954297121032e-45,1.19907716684067e-121,2.00580171416298e-60,6.19684166872127e-39,2.23512428376695e-24,4.6782339579482e-145,6.05542294496696e-35,8.86693156213625e-129,1.16702107008206e-75,3.07144061455934e-181,1.06329951963137e-54,9.10377265753968e-131,1.75291904541801e-106,4.22029720223446e-241,1.47917492578698e-50,6.83701245328712e-22,4.8864994060902e-05,1.24831855576688e-18,1.51902505168769e-125,5.71722556950945e-38,4.78286902704023e-196,5.90455975590305e-151,9.25399426355347e-33,3.10209692267713e-38,1.40371041675342e-39,0.000587736317613718,8.92224842464201e-122,8.33161064457559e-181,9.20449448667296e-66,1.43309744263737e-38,1.12507671117985e-39,1.15690795617176e-25,4.99994509308108e-23,9.60038544229491e-181,3.78648745966091e-05,2.24973898810792e-51,1.80552651682243e-167,3.6840773464525e-145,2.92821726372417e-178,"category1"
9.26973670818849e-41,3.58211532000366e-11,1.03408234019579e-14,7.13287634563058e-137,1.05775080061309e-44,1.85896946964689e-140,2.07000399349007e-08,1.18413535120659e-31,6.59945994727529e-53,5.93322324379843e-13,0.000153280290172372,2.08681736529064e-12,1.37040619657322e-219,4.71857229974307e-190,0.000252739980727855,7.66769180776638e-17,5.56378973443359e-05,0.000246577031353559,1.81726514061456e-156,1.03784075467515e-24,1.087064777495e-22,1.66865335417049e-164,1.84767301081855e-50,4.71337232114625e-25,9.42223130302398e-21,4.8773342564565e-27,5.46764678484411e-50,7.85479489657598e-23,5.06830826912445e-39,4.68511514897386e-05,1.53612320163293e-133,2.84801323465529e-17,6.2028949575662e-17,1.36946463254849e-148,4.84419264774949e-56,1.25474525054854e-28,7.24342394899055e-113,2.29800661174026e-42,2.59344583561914e-56,3.37618002861804e-115,2.99792314236111e-124,1.30479196848983e-90,5.58576155637194e-53,7.55630864696148e-24,1.92719681302267e-07,1.7111301940015e-50,2.69866583477528e-123,5.44658682959259e-100,1.56124019130783e-52,3.7873914002218e-133,1.68150097153142e-91,1.05621165925645e-63,1.24963478027633e-69,2.42234179535305e-71,2.53783247772852e-200,1.494770518893e-15,2.19387847599559e-12,1.24137739291285e-101,3.29992312866532e-10,8.34527855442786e-87,4.095171015091e-31,8.88497937165693e-145,2.03770682384622e-54,5.00329380994528e-05,5.51500496301978e-95,2.32325559420071e-39,4.46305920508718e-05,1.27445864855068e-20,9.46715126539622e-52,0.000150027776527525,2.18689531142066e-64,1.31390889088286e-27,7.58976343301613e-49,5.1744132652317e-67,2.39722744049289e-36,3.02973442710932e-20,2.28946149562593e-16,2.08946061160434e-38,1.73931361920886e-81,3.19352852555749e-51,4.09327297122045e-134,1.97109806595443e-32,3.91403799230712e-159,6.43933925249044e-42,1.26164645709778e-14,1.2021768380479e-103,8.55180072135544e-09,2.2277113865316e-165,1.85251913547742e-115,2.13147096720233e-42,1.11764692472949e-98,9.63658132509263e-37,8.22999960912195e-31,1.15452175124929e-46,4.03068028968286e-49,5.73193710215475e-26,3.93445597121819e-26,9.07659409690291e-132,2.23041564595102e-24,6.99277509518363e-35,"category1"
